GISJOIN,totalPopulation,freeAfAmPopulation,slavePopulation,totalAfAmPopulation,state,county,year,totalDensity,totalAsiaPopulation,totalIndianPopulation,totalWhitePopulation,area,totalAfAmPercentage,totalWhitePercentage,totalIndianPercentage,totalAsianPopulation,totalAsianPercentage
G2700770,3764,,,2,Minnesota,Lake Of The Woods,1980,2.12,,9,3739,4597260549.45,0.05,99.34,0.24,9,0.24
G2700790,23434,,,6,Minnesota,Le Sueur,1980,49.45,,34,23304,1227271727.87,0.03,99.45,0.15,61,0.26
G2700810,8207,,,1,Minnesota,Lincoln,1980,14.96,,19,8173,1420429905.03,0.01,99.59,0.23,11,0.13
G2700830,25207,,,26,Minnesota,Lyon,1980,34.94,,48,24920,1868549364.11,0.1,98.86,0.19,132,0.52
G2700850,29657,,,17,Minnesota,McLeod,1980,58.65,,36,29425,1309650008.86,0.06,99.22,0.12,107,0.36
G2700870,5535,,,1,Minnesota,Mahnomen,1980,9.49,,1003,4509,1509905371.93,0.02,81.46,18.12,9,0.16
G2700890,13027,,,3,Minnesota,Marshall,1980,7.19,,24,12975,4694993914.31,0.02,99.6,0.18,12,0.09
G2700910,24687,,,9,Minnesota,Martin,1980,33.84,,15,24526,1889518058.21,0.04,99.35,0.06,103,0.42
G2700930,20594,,,8,Minnesota,Meeker,1980,31.92,,19,20429,1670736525.21,0.04,99.2,0.09,40,0.19
G2700950,18430,,,20,Minnesota,Mille Lacs,1980,27.03,,495,17832,1765723660.33,0.11,96.76,2.69,44,0.24
G2700970,29311,,,5,Minnesota,Morrison,1980,25.41,,54,29177,2987024983.61,0.02,99.54,0.18,42,0.14
G2700990,40390,,,36,Minnesota,Mower,1980,56.75,,26,40097,1843293389.17,0.09,99.27,0.06,120,0.3
G2701010,11507,,,2,Minnesota,Murray,1980,15.99,,3,11456,1863517569.59,0.02,99.56,0.03,29,0.25
G2701030,26929,,,52,Minnesota,Nicollet,1980,57.67,,51,26637,1209368478.79,0.19,98.92,0.19,118,0.44
G2701050,21840,,,30,Minnesota,Nobles,1980,30.24,,52,21583,1870791778.21,0.14,98.82,0.24,99,0.45
G2701070,9379,,,0,Minnesota,Norman,1980,10.7,,47,9285,2270909178.56,0,99,0.5,32,0.34
G2701090,92006,,,411,Minnesota,Olmsted,1980,140.58,,130,90180,1695132686.75,0.45,98.02,0.14,983,1.07
G2701110,51937,,,25,Minnesota,Otter Tail,1980,23.34,,121,51572,5762399365.75,0.05,99.3,0.23,134,0.26
G2701130,15258,,,12,Minnesota,Pennington,1980,24.68,,61,15117,1601467769,0.08,99.08,0.4,42,0.28
G2701150,19871,,,146,Minnesota,Pine,1980,13.85,,273,19300,3715457775.33,0.73,97.13,1.37,105,0.53
G2701170,11690,,,5,Minnesota,Pipestone,1980,25.08,,80,11562,1207295082.49,0.04,98.91,0.68,23,0.2
G2701190,34844,,,64,Minnesota,Polk,1980,17.44,,268,34070,5174191293.63,0.18,97.78,0.77,84,0.24
G2701210,11657,,,1,Minnesota,Pope,1980,16.25,,6,11628,1857737790.94,0.01,99.75,0.05,17,0.15
G2701230,459784,,,14720,Minnesota,Ramsey,1980,2702.51,,2982,427153,440640230.145,3.2,92.9,0.65,5402,1.17
G2701250,5471,,,0,Minnesota,Red Lake,1980,12.65,,7,5454,1120178088.26,0,99.69,0.13,8,0.15
G2701270,19341,,,2,Minnesota,Redwood,1980,21.95,,139,19115,2282366412.56,0.01,98.83,0.72,48,0.25
G2701290,20401,,,4,Minnesota,Renville,1980,20.67,,52,20274,2556849028.33,0.02,99.38,0.25,31,0.15
G2701310,46087,,,118,Minnesota,Rice,1980,89.3,,62,45529,1336743016.2,0.26,98.79,0.13,219,0.48
G2701330,10703,,,6,Minnesota,Rock,1980,22.17,,13,10652,1250543702.35,0.06,99.52,0.12,25,0.23
G2701350,12574,,,1,Minnesota,Roseau,1980,7.49,,86,12451,4346769069.74,0.01,99.02,0.68,18,0.14
G2701370,222229,,,961,Minnesota,St Louis,1980,33,,2812,217231,17443270629.5,0.43,97.75,1.27,802,0.36
G2701390,43784,,,63,Minnesota,Scott,1980,118.8,,194,43262,954552037.198,0.14,98.81,0.44,159,0.36
G2701410,29908,,,141,Minnesota,Sherburne,1980,66.32,,134,29383,1168057743.94,0.47,98.24,0.45,131,0.44
G2701430,15448,,,3,Minnesota,Sibley,1980,25.73,,22,15364,1555033918.42,0.02,99.46,0.14,25,0.16
G2701450,108161,,,159,Minnesota,Stearns,1980,77.82,,196,107082,3599837059.65,0.15,99,0.18,455,0.42
G2701470,30328,,,13,Minnesota,Steele,1980,70.18,,26,30077,1119286416.36,0.04,99.17,0.09,117,0.39
G2701490,11322,,,52,Minnesota,Stevens,1980,19.68,,14,11162,1489828185.32,0.46,98.59,0.12,59,0.52
G2701510,12920,,,2,Minnesota,Swift,1980,17.17,,19,12847,1948554679.47,0.02,99.43,0.15,36,0.28
G2701530,24991,,,7,Minnesota,Todd,1980,25.52,,36,24862,2536436421.22,0.03,99.48,0.14,58,0.23
G2701550,5542,,,4,Minnesota,Traverse,1980,9.46,,78,5436,1517601817.39,0.07,98.09,1.41,16,0.29
G2701570,19335,,,5,Minnesota,Wabasha,1980,35.17,,24,19252,1424030054.99,0.03,99.57,0.12,38,0.2
G2701590,14192,,,24,Minnesota,Wadena,1980,26.14,,57,14070,1406330384.89,0.17,99.14,0.4,25,0.18
G2701610,18448,,,22,Minnesota,Waseca,1980,42.62,,7,18346,1120954140.27,0.12,99.45,0.04,45,0.24
G2701630,113571,,,615,Minnesota,Washington,1980,268.39,,371,111284,1095970429.95,0.54,97.99,0.33,837,0.74
G2701650,12361,,,1,Minnesota,Watonwan,1980,28.1,,12,12185,1139365672.53,0.01,98.58,0.1,33,0.27
G2701670,8454,,,2,Minnesota,Wilkin,1980,11.25,,33,8384,1946664527.02,0.02,99.17,0.39,26,0.31
G2701690,46256,,,105,Minnesota,Winona,1980,72.1,,73,45771,1661693826.49,0.23,98.95,0.16,163,0.35
G2701710,58681,,,28,Minnesota,Wright,1980,82.14,,118,58289,1850231682.77,0.05,99.33,0.2,162,0.28
G2701730,13653,,,0,Minnesota,Yellow Medicine,1980,17.89,,96,13499,1977137438.14,0,98.87,0.7,30,0.22
G2900010,24870,,,311,Missouri,Adair,1980,43.68,,30,24192,1474521554.76,1.25,97.27,0.12,212,0.85
G2900030,13980,,,9,Missouri,Andrew,1980,32.03,,15,13916,1130529459.23,0.06,99.54,0.11,21,0.15
G2900050,8605,,,44,Missouri,Atchison,1980,15.72,,2,8514,1417653054.53,0.51,98.94,0.02,6,0.07
G2900070,26458,,,1486,Missouri,Audrain,1980,37.97,,12,24851,1804669375.74,5.62,93.93,0.05,56,0.21
G2900090,24408,,,5,Missouri,Barry,1980,30.86,,111,24157,2048416077.37,0.02,98.97,0.45,70,0.29
G2900110,11292,,,2,Missouri,Barton,1980,18.92,,45,11223,1545510303.68,0.02,99.39,0.4,15,0.13
G2900130,15873,,,121,Missouri,Bates,1980,18.64,,43,15668,2205031514.95,0.76,98.71,0.27,18,0.11
G2900150,12183,,,14,Missouri,Benton,1980,16.19,,59,12077,1948924057.61,0.11,99.13,0.48,16,0.13
G2900170,10301,,,0,Missouri,Bollinger,1980,16.58,,9,10265,1608903578.61,0,99.65,0.09,7,0.07
G2900190,100376,,,6401,Missouri,Boone,1980,145.2,,185,91767,1790489248.7,6.38,91.42,0.18,1090,1.09
G2900210,87888,,,2619,Missouri,Buchanan,1980,212,,219,84418,1073728886.4,2.98,96.05,0.25,174,0.2
G2900230,37693,,,1891,Missouri,Butler,1980,53.93,,74,35564,1810337085.32,5.02,94.35,0.2,100,0.27
G2900250,8660,,,4,Missouri,Caldwell,1980,20.15,,12,8631,1112961689.96,0.05,99.67,0.14,8,0.09
G2900270,32252,,,1689,Missouri,Callaway,1980,38.08,,92,30302,2193798632.24,5.24,93.95,0.29,90,0.28
G2900290,20017,,,30,Missouri,Camden,1980,28.24,,61,19864,1835935934.37,0.15,99.24,0.3,36,0.18
G2900310,58837,,,2231,Missouri,Cape Girardeau,1980,100.35,,77,56251,1518485778.64,3.79,95.6,0.13,185,0.31
G2900330,12131,,,268,Missouri,Carroll,1980,17.27,,12,11818,1818933916.89,2.21,97.42,0.1,17,0.14
G2900350,5428,,,0,Missouri,Carter,1980,10.66,,20,5386,1318370901.9,0,99.23,0.37,1,0.02
G2900370,51029,,,404,Missouri,Cass,1980,72.62,,174,50141,1819917743.31,0.79,98.26,0.34,149,0.29
G2900390,11894,,,1,Missouri,Cedar,1980,23.86,,69,11790,1291132295.12,0.01,99.13,0.58,21,0.18
G2900410,10489,,,517,Missouri,Chariton,1980,13.65,,12,9945,1989764745.86,4.93,94.81,0.11,7,0.07
G2900430,22402,,,10,Missouri,Christian,1980,39.72,,131,22206,1460887706.53,0.04,99.13,0.58,23,0.1
G2900450,8493,,,6,Missouri,Clark,1980,16.59,,3,8473,1325809202.27,0.07,99.76,0.04,7,0.08
G2900470,136488,,,1449,Missouri,Clay,1980,333.82,,511,133050,1058953090.14,1.06,97.48,0.37,587,0.43
G2900490,15916,,,336,Missouri,Clinton,1980,37.58,,48,15470,1096787092.26,2.11,97.2,0.3,25,0.16
G2900510,56663,,,4223,Missouri,Cole,1980,141.98,,76,51997,1033611872.92,7.45,91.77,0.13,187,0.33
G2900530,14643,,,891,Missouri,Cooper,1980,25.68,,31,13652,1476862598.2,6.08,93.23,0.21,43,0.29
G2900550,18300,,,3,Missouri,Crawford,1980,24.6,,47,18219,1926400103.48,0.02,99.56,0.26,19,0.1
G2900570,7383,,,15,Missouri,Dade,1980,14.58,,32,7313,1311317757.69,0.2,99.05,0.43,6,0.08
G2900590,12096,,,15,Missouri,Dallas,1980,22.28,,67,11987,1405940117.8,0.12,99.1,0.55,15,0.12
G2900610,8905,,,6,Missouri,Daviess,1980,15.65,,10,8877,1473893671.83,0.07,99.69,0.11,5,0.06
G2900630,8222,,,0,Missouri,DeKalb,1980,19.31,,13,8186,1102731290.61,0,99.56,0.16,9,0.11
G2900650,14517,,,0,Missouri,Dent,1980,19.24,,21,14471,1954187425.39,0,99.68,0.14,17,0.12
G2900670,11594,,,4,Missouri,Douglas,1980,14.23,,58,11508,2109823578.77,0.03,99.26,0.5,12,0.1
G2900690,36324,,,2293,Missouri,Dunklin,1980,66.39,,36,33920,1417025138.98,6.31,93.38,0.1,33,0.09
G2900710,71233,,,696,Missouri,Franklin,1980,76.54,,121,70200,2410386476.85,0.98,98.55,0.17,119,0.17
G2900730,13181,,,6,Missouri,Gasconade,1980,25.05,,9,13124,1362583565.08,0.05,99.57,0.07,24,0.18
G2900750,7887,,,0,Missouri,Gentry,1980,16.04,,8,7866,1273771275.63,0,99.73,0.1,10,0.13
G2900770,185302,,,3004,Missouri,Greene,1980,273.39,,928,180103,1755491548.68,1.62,97.19,0.5,811,0.44
G2900790,11959,,,10,Missouri,Grundy,1980,27.31,,21,11899,1134357654.46,0.08,99.5,0.18,14,0.12
G2900810,9890,,,0,Missouri,Harrison,1980,13.61,,16,9852,1881498062.49,0,99.62,0.16,19,0.19
G2900830,19672,,,227,Missouri,Henry,1980,26.85,,57,19348,1897309515.1,1.15,98.35,0.29,16,0.08
G2900850,6367,,,1,Missouri,Hickory,1980,15.46,,20,6334,1066399863.19,0.02,99.48,0.31,6,0.09
G2900870,6882,,,5,Missouri,Holt,1980,14.67,,28,6824,1214830919.38,0.07,99.16,0.41,11,0.16
G2900890,10008,,,835,Missouri,Howard,1980,21.27,,10,9130,1218722239.84,8.34,91.23,0.1,24,0.24
G2900910,28807,,,46,Missouri,Howell,1980,31.03,,179,28525,2404362685.83,0.16,99.02,0.62,31,0.11
G2900930,11084,,,44,Missouri,Iron,1980,20.08,,26,10966,1429813647.79,0.4,98.94,0.23,23,0.21
G2900950,629266,,,125779,Missouri,Jackson,1980,1020.85,,2268,488451,1596502430.22,19.99,77.62,0.36,4476,0.71
G2900970,86958,,,1009,Missouri,Jasper,1980,135.59,,686,84733,1661024145.66,1.16,97.44,0.79,340,0.39
G2900990,146183,,,954,Missouri,Jefferson,1980,220.13,,280,144441,1719982660.57,0.65,98.81,0.19,250,0.17
G2901010,39059,,,1973,Missouri,Johnson,1980,46.89,,75,36357,2157530115.11,5.05,93.08,0.19,398,1.02
G2901030,5508,,,6,Missouri,Knox,1980,10.87,,5,5482,1312531543.41,0.11,99.53,0.09,8,0.15
G2901050,24323,,,100,Missouri,Laclede,1980,31.67,,84,24078,1989112358.83,0.41,98.99,0.35,34,0.14
G2901070,29925,,,852,Missouri,Lafayette,1980,46.84,,47,28893,1654635559.38,2.85,96.55,0.16,57,0.19
G2901090,28973,,,9,Missouri,Lawrence,1980,47.23,,103,28762,1588651424.86,0.03,99.27,0.36,58,0.2
G2901110,10901,,,356,Missouri,Lewis,1980,21.34,,4,10515,1323096104.22,3.27,96.46,0.04,20,0.18
G2901130,22193,,,548,Missouri,Lincoln,1980,34.65,,35,21549,1658663019.48,2.47,97.1,0.16,17,0.08
G2901150,15495,,,163,Missouri,Linn,1980,24.93,,19,15275,1609577255.45,1.05,98.58,0.12,20,0.13
G2901170,15739,,,190,Missouri,Livingston,1980,29.23,,19,15440,1394642022.51,1.21,98.1,0.12,63,0.4
G2901190,14917,,,2,Missouri,McDonald,1980,27.64,,192,14681,1397832430.42,0.01,98.42,1.29,15,0.1
G2901210,16313,,,305,Missouri,Macon,1980,20.08,,11,15958,2104441549.43,1.87,97.82,0.07,26,0.16
G2901230,10725,,,5,Missouri,Madison,1980,21.55,,14,10664,1288785351.02,0.05,99.43,0.13,26,0.24
G2901250,7551,,,3,Missouri,Maries,1980,14.25,,17,7505,1372631427.02,0.04,99.39,0.23,11,0.15
G2901270,28638,,,1351,Missouri,Marion,1980,64.49,,40,27119,1150074232.95,4.72,94.7,0.14,73,0.25
G2901290,4685,,,2,Missouri,Mercer,1980,10.29,,9,4674,1178899621.34,0.04,99.77,0.19,0,0
G2901310,18532,,,8,Missouri,Miller,1980,30.89,,65,18401,1553841433.43,0.04,99.29,0.35,25,0.13
G2901330,15726,,,2934,Missouri,Mississippi,1980,36.67,,4,12770,1110867959.12,18.66,81.2,0.03,8,0.05
G2901350,12068,,,212,Missouri,Moniteau,1980,28.81,,12,11818,1084810035.99,1.76,97.93,0.1,12,0.1
G2901370,9716,,,310,Missouri,Monroe,1980,14.5,,17,9338,1735874630.1,3.19,96.11,0.17,31,0.32
G2901390,11537,,,365,Missouri,Montgomery,1980,21.35,,16,11144,1399479292.11,3.16,96.59,0.14,8,0.07
G2901410,13807,,,94,Missouri,Morgan,1980,22.49,,55,13634,1589975813.78,0.68,98.75,0.4,7,0.05
G2901430,22945,,,3612,Missouri,New Madrid,1980,32.87,,19,19260,1807869957.06,15.74,83.94,0.08,32,0.14
G2901450,40555,,,132,Missouri,Newton,1980,64.72,,452,39803,1623050715.7,0.33,98.15,1.11,87,0.21
G2901470,21996,,,89,Missouri,Nodaway,1980,25.06,,32,21719,2273364100.18,0.4,98.74,0.15,90,0.41
G2901490,10238,,,1,Missouri,Oregon,1980,12.93,,17,10206,2050205400.46,0.01,99.69,0.17,7,0.07
G2901510,12014,,,2,Missouri,Osage,1980,19.59,,15,11987,1588718861.07,0.02,99.78,0.12,5,0.04
G2901530,7961,,,1,Missouri,Ozark,1980,10.54,,41,7907,1955625858.71,0.01,99.32,0.52,6,0.08
G2901550,24987,,,6567,Missouri,Pemiscot,1980,48.76,,25,18339,1327136516.8,26.28,73.39,0.1,16,0.06
G2901570,16784,,,21,Missouri,Perry,1980,34.66,,5,16695,1254277675.23,0.13,99.47,0.03,47,0.28
G2901590,36378,,,1382,Missouri,Pettis,1980,53,,86,34754,1777621358.99,3.8,95.54,0.24,88,0.24
G2901610,33633,,,301,Missouri,Phelps,1980,49.88,,80,32684,1746387243.87,0.89,97.18,0.24,347,1.03
G2901630,17568,,,1024,Missouri,Pike,1980,25.65,,16,16487,1773646435.24,5.83,93.85,0.09,25,0.14
G2901650,46341,,,569,Missouri,Platte,1980,108.47,,137,45007,1106504076.32,1.23,97.12,0.3,329,0.71
G2901670,18822,,,33,Missouri,Polk,1980,29.3,,83,18634,1663980317.11,0.18,99,0.44,21,0.11
G2901690,42011,,,4649,Missouri,Pulaski,1980,76.19,,306,35094,1428138720.86,11.07,83.54,0.73,851,2.03
G2901710,6092,,,0,Missouri,Putnam,1980,11.72,,12,6073,1345892990.03,0,99.69,0.2,3,0.05
G2901730,8911,,,164,Missouri,Ralls,1980,18.42,,8,8730,1253077151.95,1.84,97.97,0.09,5,0.06
G2901750,25460,,,1618,Missouri,Randolph,1980,52.21,,42,23658,1263004378.84,6.36,92.92,0.16,52,0.2
G2901770,21378,,,316,Missouri,Ray,1980,37.27,,60,20937,1485547235.28,1.48,97.94,0.28,43,0.2
G2901790,7230,,,2,Missouri,Reynolds,1980,8.88,,11,7208,2109313013.37,0.03,99.7,0.15,5,0.07
G2901810,12458,,,10,Missouri,Ripley,1980,19.72,,38,12389,1636005399.24,0.08,99.45,0.31,11,0.09
G2901830,144107,,,1921,Missouri,St Charles,1980,243.28,,269,141014,1534177152.93,1.33,97.85,0.19,510,0.35
G2901850,8622,,,17,Missouri,St Clair,1980,12.28,,53,8531,1817921228.14,0.2,98.94,0.61,7,0.08
G2901860,15180,,,47,Missouri,Ste Genevieve,1980,29.83,,20,15091,1318145016.31,0.31,99.41,0.13,17,0.11
G2901870,42600,,,107,Missouri,St Francois,1980,94.16,,32,42322,1171722765.25,0.25,99.35,0.08,91,0.21
G2901890,973896,,,109684,Missouri,St Louis,1980,1859.66,,1094,852104,1356367019.85,11.26,87.49,0.11,7916,0.81
G2901950,24919,,,1236,Missouri,Saline,1980,32.59,,30,23557,1980264185.68,4.96,94.53,0.12,48,0.19
G2901970,4979,,,3,Missouri,Schuyler,1980,16.16,,3,4964,798117939.97,0.06,99.7,0.06,3,0.06
G2901990,5415,,,2,Missouri,Scotland,1980,12.33,,1,5400,1137649965.73,0.04,99.72,0.02,7,0.13
G2902010,39647,,,3176,Missouri,Scott,1980,93.06,,47,36306,1103433411.68,8.01,91.57,0.12,51,0.13
G2902030,7885,,,1,Missouri,Shannon,1980,7.85,,7,7859,2600314630.04,0.01,99.67,0.09,13,0.16
G2902050,7826,,,72,Missouri,Shelby,1980,15.58,,6,7737,1301283728.26,0.92,98.86,0.08,5,0.06
G2902070,29009,,,646,Missouri,Stoddard,1980,35,,51,28258,2146956614.88,2.23,97.41,0.18,23,0.08
G2902090,15587,,,0,Missouri,Stone,1980,30.51,,108,15444,1323246649.09,0,99.08,0.69,20,0.13
G2902110,7434,,,5,Missouri,Sullivan,1980,11.41,,20,7398,1687187127.33,0.07,99.52,0.27,5,0.07
G2902130,20467,,,29,Missouri,Taney,1980,31.42,,99,20270,1687320422.47,0.14,99.04,0.48,32,0.16
G2902150,21070,,,7,Missouri,Texas,1980,17.87,,45,20970,3054217749.93,0.03,99.53,0.21,31,0.15
G2902170,19806,,,37,Missouri,Vernon,1980,23.66,,103,19550,2167932917.52,0.19,98.71,0.52,86,0.43
G2902190,14900,,,494,Missouri,Warren,1980,34.04,,8,14360,1133736122.69,3.32,96.38,0.05,17,0.11
G2902210,17983,,,107,Missouri,Washington,1980,23.59,,33,17807,1974774474.69,0.6,99.02,0.18,22,0.12
G2902230,11277,,,5,Missouri,Wayne,1980,14.57,,42,11217,2004887369.73,0.04,99.47,0.37,6,0.05
G2902250,20414,,,62,Missouri,Webster,1980,34.39,,72,20246,1537646283.83,0.3,99.18,0.35,15,0.07
G2902270,3008,,,1,Missouri,Worth,1980,11.28,,0,3004,690883021.103,0.03,99.87,0,2,0.07
G2902290,16188,,,36,Missouri,Wright,1980,23.69,,66,16043,1769436869.77,0.22,99.1,0.41,25,0.15
G2905100,453085,,,206386,Missouri,St Louis City,1980,6849.37,,637,242576,171327432.28,45.55,53.54,0.14,1696,0.37
G3100010,30656,,,125,Nebraska,Adams,1980,54.34,,66,30228,1461171354.8,0.41,98.6,0.22,89,0.29
G3100030,8675,,,3,Nebraska,Antelope,1980,10.11,,15,8647,2223303444.32,0.03,99.68,0.17,6,0.07
G3100050,513,,,0,Nebraska,Arthur,1980,0.71,,0,513,1860423210.99,0,100,0,0,0
G3100070,918,,,0,Nebraska,Banner,1980,1.23,,4,909,1933073718.61,0,99.02,0.44,0,0
G3100090,867,,,0,Nebraska,Blaine,1980,1.21,,4,862,1850140299.6,0,99.42,0.46,0,0
G3100110,7391,,,0,Nebraska,Boone,1980,10.75,,4,7377,1779946282.27,0,99.81,0.05,4,0.05
G3100130,13696,,,47,Nebraska,Box Butte,1980,12.71,,227,13058,2791550212.8,0.34,95.34,1.66,46,0.34
G3100150,3331,,,0,Nebraska,Boyd,1980,6.12,,7,3319,1410476134.68,0,99.64,0.21,5,0.15
G3100170,4377,,,0,Nebraska,Brown,1980,3.57,,7,4357,3172876259.91,0,99.54,0.16,10,0.23
G3100190,34797,,,51,Nebraska,Buffalo,1980,35.68,,70,34159,2525927644.11,0.15,98.17,0.2,104,0.3
G3100210,8813,,,1,Nebraska,Burt,1980,17.73,,58,8718,1287466401.4,0.01,98.92,0.66,20,0.23
G3100230,9330,,,1,Nebraska,Butler,1980,15.96,,11,9306,1513600773.78,0.01,99.74,0.12,8,0.09
G3100250,20297,,,38,Nebraska,Cass,1980,35.85,,41,20124,1466470636.86,0.19,99.15,0.2,42,0.21
G3100270,11375,,,1,Nebraska,Cedar,1980,15.25,,12,11342,1931625984.54,0.01,99.71,0.11,11,0.1
G3100290,4758,,,1,Nebraska,Chase,1980,5.3,,17,4701,2324853225.64,0.02,98.8,0.36,6,0.13
G3100310,6758,,,1,Nebraska,Cherry,1980,1.12,,90,6645,15564491059.9,0.01,98.33,1.33,10,0.15
G3100330,10057,,,13,Nebraska,Cheyenne,1980,8.41,,74,9850,3098789450.45,0.13,97.94,0.74,20,0.2
G3100350,8106,,,1,Nebraska,Clay,1980,14.13,,10,8044,1485418714.99,0.01,99.24,0.12,11,0.14
G3100370,9890,,,2,Nebraska,Colfax,1980,23.63,,7,9848,1084122052.43,0.02,99.58,0.07,5,0.05
G3100390,11664,,,4,Nebraska,Cuming,1980,20.3,,1,11642,1488042606.81,0.03,99.81,0.01,12,0.1
G3100410,13877,,,0,Nebraska,Custer,1980,5.39,,29,13825,6671955599.14,0,99.63,0.21,10,0.07
G3100430,16573,,,51,Nebraska,Dakota,1980,61.98,,177,16026,692537865.119,0.31,96.7,1.07,48,0.29
G3100450,9609,,,81,Nebraska,Dawes,1980,6.86,,127,9300,3628166643.36,0.84,96.78,1.32,39,0.41
G3100470,22304,,,14,Nebraska,Dawson,1980,21.88,,32,21890,2639946758.72,0.06,98.14,0.14,54,0.24
G3100490,2462,,,0,Nebraska,Deuel,1980,5.59,,6,2385,1141631578.34,0,96.87,0.24,13,0.53
G3100510,7137,,,2,Nebraska,Dixon,1980,14.79,,5,7098,1250226485.09,0.03,99.45,0.07,31,0.43
G3100530,35847,,,56,Nebraska,Dodge,1980,65.9,,77,35558,1408745465.01,0.16,99.19,0.21,85,0.24
G3100550,397038,,,39832,Nebraska,Douglas,1980,1169.13,,1934,348459,879560580.259,10.03,87.76,0.49,2211,0.56
G3100570,2861,,,0,Nebraska,Dundy,1980,3.11,,3,2841,2384833095.89,0,99.3,0.1,8,0.28
G3100590,7920,,,7,Nebraska,Fillmore,1980,13.74,,13,7885,1493427817.81,0.09,99.56,0.16,6,0.08
G3100610,4377,,,3,Nebraska,Franklin,1980,7.6,,4,4355,1492112146.08,0.07,99.5,0.09,6,0.14
G3100630,3647,,,1,Nebraska,Frontier,1980,3.72,,2,3626,2538334989.71,0.03,99.42,0.05,10,0.27
G3100650,6486,,,0,Nebraska,Furnas,1980,9,,4,6472,1866109001.76,0,99.78,0.06,5,0.08
G3100670,24456,,,30,Nebraska,Gage,1980,28.44,,41,24270,2227220712.21,0.12,99.24,0.17,31,0.13
G3100690,2802,,,0,Nebraska,Garden,1980,1.62,,9,2793,4483229446.67,0,99.68,0.32,0,0
G3100710,2363,,,0,Nebraska,Garfield,1980,4.14,,0,2357,1479729624.84,0,99.75,0,2,0.08
G3100730,2140,,,0,Nebraska,Gosper,1980,4.62,,0,2125,1198497045.28,0,99.3,0,7,0.33
G3100750,877,,,0,Nebraska,Grant,1980,1.12,,1,873,2028527167.27,0,99.54,0.11,2,0.23
G3100770,3462,,,0,Nebraska,Greeley,1980,6.07,,2,3455,1478108993.73,0,99.8,0.06,4,0.12
G3100790,47690,,,120,Nebraska,Hall,1980,86.36,,114,46788,1430247960.35,0.25,98.11,0.24,103,0.22
G3100810,9301,,,2,Nebraska,Hamilton,1980,17.01,,6,9270,1416115769.63,0.02,99.67,0.06,9,0.1
G3100830,4292,,,1,Nebraska,Harlan,1980,7.48,,1,4288,1487118891.07,0.02,99.91,0.02,1,0.02
G3100850,1356,,,0,Nebraska,Hayes,1980,1.9,,0,1354,1847515635.8,0,99.85,0,2,0.15
G3100870,4079,,,2,Nebraska,Hitchcock,1980,5.68,,8,4050,1861083075.55,0.05,99.29,0.2,13,0.32
G3100890,13552,,,1,Nebraska,Holt,1980,5.61,,15,13524,6261647215.37,0.01,99.79,0.11,7,0.05
G3100910,990,,,0,Nebraska,Hooker,1980,1.37,,3,974,1868681005.02,0,98.38,0.3,5,0.51
G3100930,6773,,,2,Nebraska,Howard,1980,11.76,,21,6729,1491158246.01,0.03,99.35,0.31,6,0.09
G3100950,9817,,,7,Nebraska,Jefferson,1980,17.06,,11,9735,1490522476.74,0.07,99.16,0.11,9,0.09
G3100970,5285,,,0,Nebraska,Johnson,1980,14.03,,2,5274,975951916.966,0,99.79,0.04,5,0.09
G3100990,7053,,,6,Nebraska,Kearney,1980,13.67,,3,6987,1336775114,0.09,99.06,0.04,6,0.09
G3101010,9364,,,2,Nebraska,Keith,1980,8.44,,40,9161,2874274861.26,0.02,97.83,0.43,37,0.4
G3101030,1301,,,0,Nebraska,Keya Paha,1980,1.68,,0,1300,2005064485.88,0,99.92,0,0,0
G3101050,4882,,,1,Nebraska,Kimball,1980,5.13,,16,4793,2466445148,0.02,98.18,0.33,8,0.16
G3101070,11457,,,1,Nebraska,Knox,1980,10.05,,461,10985,2951662425.78,0.01,95.88,4.02,6,0.05
G3101090,192884,,,3521,Nebraska,Lancaster,1980,227.81,,945,184902,2192958456.34,1.83,95.86,0.49,1723,0.89
G3101110,36455,,,100,Nebraska,Lincoln,1980,14.16,,91,35175,6669441338.92,0.27,96.49,0.25,138,0.38
G3101130,983,,,0,Nebraska,Logan,1980,1.72,,0,980,1479240836.18,0,99.69,0,0,0
G3101150,859,,,1,Nebraska,Loup,1980,1.5,,0,858,1478924086.47,0.12,99.88,0,0,0
G3101170,593,,,0,Nebraska,McPherson,1980,0.69,,0,592,2227404986.7,0,99.83,0,1,0.17
G3101190,31382,,,29,Nebraska,Madison,1980,54.57,,179,31038,1489366196.08,0.09,98.9,0.57,76,0.24
G3101210,8945,,,4,Nebraska,Merrick,1980,18.08,,14,8888,1281321225.28,0.04,99.36,0.16,16,0.18
G3101230,6085,,,2,Nebraska,Morrill,1980,4.26,,32,5850,3703162689.46,0.03,96.14,0.53,3,0.05
G3101250,4740,,,0,Nebraska,Nance,1980,10.58,,2,4718,1160424973.99,0,99.54,0.04,5,0.11
G3101270,8367,,,84,Nebraska,Nemaha,1980,20.31,,9,8240,1066778580.28,1,98.48,0.11,8,0.1
G3101290,6726,,,1,Nebraska,Nuckolls,1980,11.68,,9,6700,1491731125.26,0.01,99.61,0.13,10,0.15
G3101310,15183,,,9,Nebraska,Otoe,1980,24.52,,21,15105,1603428517.39,0.06,99.49,0.14,22,0.14
