GISJOIN,totalPopulation,freeAfAmPopulation,slavePopulation,totalAfAmPopulation,state,county,year,totalDensity,totalAsiaPopulation,totalIndianPopulation,totalWhitePopulation,area,totalAfAmPercentage,totalWhitePercentage,totalIndianPercentage,totalAsianPopulation,totalAsianPercentage
G3901310,6024,178,0,178,Ohio,Pike,1830,13.5,,,,,,,,,
G3901330,18826,66,0,66,Ohio,Portage,1830,24.64,,,,,,,,,
G3901350,16291,55,0,55,Ohio,Preble,1830,38.21,,,,,,,,,
G3901370,230,0,0,0,Ohio,Putnam,1830,0.4,,,,,,,,,
G3901390,24006,31,0,31,Ohio,Richland,1830,26.74,,,,,,,,,
G3901410,24068,897,0,897,Ohio,Ross,1830,34.73,,,,,,,,,
G3901430,2851,19,0,19,Ohio,Sandusky,1830,4.38,,,,,,,,,
G3901450,8740,98,0,98,Ohio,Scioto,1830,14.19,,,,,,,,,
G3901470,5159,62,0,62,Ohio,Seneca,1830,9.34,,,,,,,,,
G3901490,3671,42,0,42,Ohio,Shelby,1830,8.93,,,,,,,,,
G3901510,26588,181,0,181,Ohio,Stark,1830,34.93,,,,,,,,,
G3901550,26153,43,0,43,Ohio,Trumbull,1830,29.33,,,,,,,,,
G3901570,14298,56,0,56,Ohio,Tuscarawas,1830,21.52,,,,,,,,,
G3901590,3192,2,0,2,Ohio,Union,1830,7.3,,,,,,,,,
G3901610,49,0,0,0,Ohio,Van Wert,1830,0.11,,,,,,,,,
G3901650,21468,189,0,189,Ohio,Warren,1830,52.73,,,,,,,,,
G3901670,11731,139,0,139,Ohio,Washington,1830,17.03,,,,,,,,,
G3901690,23333,42,0,42,Ohio,Wayne,1830,34.9,,,,,,,,,
G3901710,387,1,0,1,Ohio,Williams,1830,0.64,,,,,,,,,
G3901730,1102,12,0,12,Ohio,Wood,1830,1.47,,,,,,,,,
G1700010,14476,33,0,33,Illinois,Adams,1840,16.61,,,,,,,,,
G1700030,3313,9,0,9,Illinois,Alexander,1840,7.9,,,,,,,,,
G1700050,5060,7,5,12,Illinois,Bond,1840,13.85,,,,,,,,,
G1700070,1705,0,0,0,Illinois,Boone,1840,6.05,,,,,,,,,
G1700090,4183,4,3,7,Illinois,Brown,1840,13.61,,,,,,,,,
G1700110,3067,6,0,6,Illinois,Bureau,1840,3.51,,,,,,,,,
G1700130,1741,15,0,15,Illinois,Calhoun,1840,6.14,,,,,,,,,
G1700150,1023,4,0,4,Illinois,Carroll,1840,2.2,,,,,,,,,
G1700170,2981,11,0,11,Illinois,Cass,1840,10.72,,,,,,,,,
G1700190,1475,0,0,0,Illinois,Champaign,1840,1.48,,,,,,,,,
G1700210,1878,0,0,0,Illinois,Christian,1840,2.62,,,,,,,,,
G1700230,7453,27,0,27,Illinois,Clark,1840,14.76,,,,,,,,,
G1700250,3228,23,0,23,Illinois,Clay,1840,5.32,,,,,,,,,
G1700270,3718,111,10,121,Illinois,Clinton,1840,7.38,,,,,,,,,
G1700290,9616,33,0,33,Illinois,Coles,1840,7.55,,,,,,,,,
G1700310,10201,55,0,55,Illinois,Cook,1840,10.65,,,,,,,,,
G1700330,4422,40,0,40,Illinois,Crawford,1840,9.92,,,,,,,,,
G1700370,1697,0,0,0,Illinois,DeKalb,1840,2.67,,,,,,,,,
G1700390,3247,1,0,1,Illinois,De Witt,1840,5.44,,,,,,,,,
G1700430,3535,4,0,4,Illinois,Du Page,1840,10.5,,,,,,,,,
G1700450,8225,44,0,44,Illinois,Edgar,1840,13.18,,,,,,,,,
G1700470,3070,43,0,43,Illinois,Edwards,1840,13.79,,,,,,,,,
G1700490,1675,5,0,5,Illinois,Effingham,1840,3.49,,,,,,,,,
G1700510,6328,66,0,66,Illinois,Fayette,1840,8.72,,,,,,,,,
G1700550,3682,6,5,11,Illinois,Franklin,1840,8.54,,,,,,,,,
G1700570,13142,32,0,32,Illinois,Fulton,1840,14.89,,,,,,,,,
G1700590,10760,671,24,695,Illinois,Gallatin,1840,13.6,,,,,,,,,
G1700610,11951,50,0,50,Illinois,Greene,1840,21.72,,,,,,,,,
G1700650,3945,17,0,17,Illinois,Hamilton,1840,9.05,,,,,,,,,
G1700670,9946,15,0,15,Illinois,Hancock,1840,12.21,,,,,,,,,
G1700690,1378,35,13,48,Illinois,Hardin,1840,13.07,,,,,,,,,
G1700730,1260,4,0,4,Illinois,Henry,1840,1.53,,,,,,,,,
G1700750,1695,1,0,1,Illinois,Iroquois,1840,1.17,,,,,,,,,
G1700770,3566,43,0,43,Illinois,Jackson,1840,5.92,,,,,,,,,
G1700790,1472,42,0,42,Illinois,Jasper,1840,2.96,,,,,,,,,
G1700810,5762,9,0,9,Illinois,Jefferson,1840,9.87,,,,,,,,,
G1700830,4535,20,2,22,Illinois,Jersey,1840,12.16,,,,,,,,,
G1700850,6180,134,6,140,Illinois,Jo Daviess,1840,9.99,,,,,,,,,
G1700870,3626,3,15,18,Illinois,Johnson,1840,7.17,,,,,,,,,
G1700890,6501,4,0,4,Illinois,Kane,1840,10.28,,,,,,,,,
G1700950,7060,3,0,3,Illinois,Knox,1840,9.81,,,,,,,,,
G1700970,2634,6,0,6,Illinois,Lake,1840,5.61,,,,,,,,,
G1700990,9348,2,0,2,Illinois,La Salle,1840,5.01,,,,,,,,,
G1701010,7092,225,0,225,Illinois,Lawrence,1840,11.84,,,,,,,,,
G1701030,2035,6,0,6,Illinois,Lee,1840,2.79,,,,,,,,,
G1701050,759,2,0,2,Illinois,Livingston,1840,0.73,,,,,,,,,
G1701070,2333,1,0,1,Illinois,Logan,1840,3.92,,,,,,,,,
G1701090,5308,0,0,0,Illinois,McDonough,1840,9,,,,,,,,,
G1701110,2578,0,0,0,Illinois,McHenry,1840,4.22,,,,,,,,,
G1701130,6565,9,0,9,Illinois,McLean,1840,4.26,,,,,,,,,
G1701150,3039,3,0,3,Illinois,Macon,1840,2.97,,,,,,,,,
G1701170,7826,35,0,35,Illinois,Macoupin,1840,9.02,,,,,,,,,
G1701190,14433,333,10,343,Illinois,Madison,1840,19.05,,,,,,,,,
G1701210,4742,2,0,2,Illinois,Marion,1840,8.24,,,,,,,,,
G1701230,1849,0,0,0,Illinois,Marshall,1840,5.65,,,,,,,,,
G1701290,4431,10,0,10,Illinois,Menard,1840,8.33,,,,,,,,,
G1701310,2352,0,0,0,Illinois,Mercer,1840,4.13,,,,,,,,,
G1701330,4481,70,11,81,Illinois,Monroe,1840,11.27,,,,,,,,,
G1701350,4490,12,0,12,Illinois,Montgomery,1840,6.33,,,,,,,,,
G1701370,19547,68,0,68,Illinois,Morgan,1840,28.83,,,,,,,,,
G1701410,3479,6,0,6,Illinois,Ogle,1840,4.56,,,,,,,,,
G1701430,6153,9,0,9,Illinois,Peoria,1840,9.75,,,,,,,,,
G1701450,3222,2,0,2,Illinois,Perry,1840,7.21,,,,,,,,,
G1701490,11728,12,0,12,Illinois,Pike,1840,13.82,,,,,,,,,
G1701510,4094,58,0,58,Illinois,Pope,1840,8.25,,,,,,,,,
G1701550,2131,2,0,2,Illinois,Putnam,1840,12.37,,,,,,,,,
G1701570,7944,184,133,317,Illinois,Randolph,1840,13.3,,,,,,,,,
G1701610,2610,8,0,8,Illinois,Rock Island,1840,5.79,,,,,,,,,
G1701630,13631,401,59,460,Illinois,St Clair,1840,20.23,,,,,,,,,
G1701670,14716,169,6,175,Illinois,Sangamon,1840,16.01,,,,,,,,,
G1701690,6972,14,9,23,Illinois,Schuyler,1840,15.8,,,,,,,,,
G1701710,6215,5,0,5,Illinois,Scott,1840,24.59,,,,,,,,,
G1701730,6659,26,0,26,Illinois,Shelby,1840,7.03,,,,,,,,,
G1701750,1573,0,0,0,Illinois,Stark,1840,5.46,,,,,,,,,
G1701770,2800,3,0,3,Illinois,Stephenson,1840,4.96,,,,,,,,,
G1701790,7221,20,0,20,Illinois,Tazewell,1840,6.28,,,,,,,,,
G1701810,5524,26,4,30,Illinois,Union,1840,13.09,,,,,,,,,
G1701830,9303,15,0,15,Illinois,Vermilion,1840,6.31,,,,,,,,,
G1701850,4240,36,0,36,Illinois,Wabash,1840,18.62,,,,,,,,,
G1701870,6739,31,0,31,Illinois,Warren,1840,7.18,,,,,,,,,
G1701890,4810,47,0,47,Illinois,Washington,1840,8.53,,,,,,,,,
G1701910,5133,6,0,6,Illinois,Wayne,1840,7.17,,,,,,,,,
G1701930,7919,62,15,77,Illinois,White,1840,15.78,,,,,,,,,
G1701950,2514,0,0,0,Illinois,Whiteside,1840,3.61,,,,,,,,,
G1701970,10167,10,0,10,Illinois,Will,1840,9.15,,,,,,,,,
G1701990,4457,29,0,29,Illinois,Williamson,1840,10.03,,,,,,,,,
G1702010,4609,3,1,4,Illinois,Winnebago,1840,8.88,,,,,,,,,
G1800010,2264,17,0,17,Indiana,Adams,1840,6.66,,,,,,,,,
G1800030,5942,18,0,18,Indiana,Allen,1840,9,,,,,,,,,
G1800050,10042,34,0,34,Indiana,Bartholomew,1840,24.53,,,,,,,,,
G1800090,1226,13,0,13,Indiana,Blackford,1840,7.41,,,,,,,,,
G1800110,8121,19,0,19,Indiana,Boone,1840,19.19,,,,,,,,,
G1800130,2364,23,0,23,Indiana,Brown,1840,7.47,,,,,,,,,
G1800150,7819,6,0,6,Indiana,Carroll,1840,17.88,,,,,,,,,
G1800170,5480,40,0,40,Indiana,Cass,1840,11.7,,,,,,,,,
G1800190,14595,388,0,388,Indiana,Clark,1840,38.96,,,,,,,,,
G1800210,5567,3,0,3,Indiana,Clay,1840,15.45,,,,,,,,,
G1800230,7508,9,0,9,Indiana,Clinton,1840,17.97,,,,,,,,,
G1800250,5282,12,0,12,Indiana,Crawford,1840,17.1,,,,,,,,,
G1800270,6720,25,0,25,Indiana,Daviess,1840,15.38,,,,,,,,,
G1800290,19327,135,0,135,Indiana,Dearborn,1840,48.99,,,,,,,,,
G1800310,12171,63,0,63,Indiana,Decatur,1840,32.59,,,,,,,,,
G1800330,1968,7,0,7,Indiana,DeKalb,1840,5.41,,,,,,,,,
G1800350,8843,3,0,3,Indiana,Delaware,1840,22.34,,,,,,,,,
G1800370,3632,7,0,7,Indiana,Dubois,1840,8.35,,,,,,,,,
G1800390,6660,2,0,2,Indiana,Elkhart,1840,14.24,,,,,,,,,
G1800410,9837,53,0,53,Indiana,Fayette,1840,45.73,,,,,,,,,
G1800430,9454,402,0,402,Indiana,Floyd,1840,64.06,,,,,,,,,
G1800450,11218,33,0,33,Indiana,Fountain,1840,28.19,,,,,,,,,
G1800470,13349,82,0,82,Indiana,Franklin,1840,34.11,,,,,,,,,
G1800490,1993,1,0,1,Indiana,Fulton,1840,5.54,,,,,,,,,
G1800510,8977,137,0,137,Indiana,Gibson,1840,17.99,,,,,,,,,
G1800530,4875,0,0,0,Indiana,Grant,1840,11.75,,,,,,,,,
G1800550,8321,82,0,82,Indiana,Greene,1840,15.24,,,,,,,,,
G1800570,9855,67,0,67,Indiana,Hamilton,1840,15.67,,,,,,,,,
G1800590,7535,39,0,39,Indiana,Hancock,1840,24.57,,,,,,,,,
G1800610,12459,89,0,89,Indiana,Harrison,1840,25.59,,,,,,,,,
G1800630,11264,17,0,17,Indiana,Hendricks,1840,28.93,,,,,,,,,
G1800650,15128,145,0,145,Indiana,Henry,1840,38.31,,,,,,,,,
G1800690,1579,14,0,14,Indiana,Huntington,1840,4.07,,,,,,,,,
G1800710,8961,190,0,190,Indiana,Jackson,1840,16.89,,,,,,,,,
G1800730,1267,2,0,2,Indiana,Jasper,1840,0.94,,,,,,,,,
G1800750,3863,11,0,11,Indiana,Jay,1840,10.06,,,,,,,,,
G1800770,16614,429,0,429,Indiana,Jefferson,1840,45.78,,,,,,,,,
G1800790,8829,158,0,158,Indiana,Jennings,1840,23.34,,,,,,,,,
G1800810,9352,20,0,20,Indiana,Johnson,1840,29.08,,,,,,,,,
G1800830,10657,561,0,561,Indiana,Knox,1840,20.26,,,,,,,,,
G1800850,4170,0,0,0,Indiana,Kosciusko,1840,7.52,,,,,,,,,
G1800870,3664,3,0,3,Indiana,Lagrange,1840,9.47,,,,,,,,,
G1800890,1468,2,0,2,Indiana,Lake,1840,2.92,,,,,,,,,
G1800910,8184,32,0,32,Indiana,LaPorte,1840,17.6,,,,,,,,,
G1800930,11782,106,0,106,Indiana,Lawrence,1840,27.06,,,,,,,,,
G1800950,8874,6,0,6,Indiana,Madison,1840,19.59,,,,,,,,,
G1800970,16080,255,0,255,Indiana,Marion,1840,39.9,,,,,,,,,
G1800990,1651,1,0,1,Indiana,Marshall,1840,3.67,,,,,,,,,
G1801010,3875,23,0,23,Indiana,Martin,1840,11.38,,,,,,,,,
G1801030,3048,4,0,4,Indiana,Miami,1840,5.18,,,,,,,,,
G1801050,10143,13,0,13,Indiana,Monroe,1840,24.66,,,,,,,,,
G1801070,14438,94,0,94,Indiana,Montgomery,1840,28.57,,,,,,,,,
G1801090,10741,90,0,90,Indiana,Morgan,1840,24.34,,,,,,,,,
G1801130,2702,0,0,0,Indiana,Noble,1840,6.29,,,,,,,,,
G1801170,9602,158,0,158,Indiana,Orange,1840,23.52,,,,,,,,,
G1801190,8359,148,0,148,Indiana,Owen,1840,21.55,,,,,,,,,
G1801210,13499,63,0,63,Indiana,Parke,1840,29.99,,,,,,,,,
G1801230,4655,4,0,4,Indiana,Perry,1840,12.05,,,,,,,,,
G1801250,4769,20,0,20,Indiana,Pike,1840,13.98,,,,,,,,,
G1801270,2162,7,0,7,Indiana,Porter,1840,5.15,,,,,,,,,
G1801290,9683,41,0,41,Indiana,Posey,1840,23.09,,,,,,,,,
G1801310,561,0,0,0,Indiana,Pulaski,1840,1.29,,,,,,,,,
G1801330,16843,27,1,28,Indiana,Putnam,1840,35.82,,,,,,,,,
G1801350,10684,504,0,504,Indiana,Randolph,1840,23.57,,,,,,,,,
G1801370,10392,43,0,43,Indiana,Ripley,1840,23.2,,,,,,,,,
G1801390,16456,481,2,483,Indiana,Rush,1840,40.27,,,,,,,,,
G1801410,6425,9,0,9,Indiana,St Joseph,1840,13.47,,,,,,,,,
G1801430,4242,15,0,15,Indiana,Scott,1840,22.67,,,,,,,,,
G1801450,12005,20,0,20,Indiana,Shelby,1840,29.06,,,,,,,,,
G1801470,6305,27,0,27,Indiana,Spencer,1840,15.71,,,,,,,,,
G1801490,149,0,0,0,Indiana,Starke,1840,0.34,,,,,,,,,
G1801510,2578,0,0,0,Indiana,Steuben,1840,7.99,,,,,,,,,
G1801530,8315,26,0,26,Indiana,Sullivan,1840,18.39,,,,,,,,,
G1801550,9920,42,0,42,Indiana,Switzerland,1840,44.38,,,,,,,,,
G1801570,13724,54,0,54,Indiana,Tippecanoe,1840,27.28,,,,,,,,,
G1801610,8017,61,0,61,Indiana,Union,1840,48.51,,,,,,,,,
G1801630,6250,114,0,114,Indiana,Vanderburgh,1840,26.51,,,,,,,,,
G1801650,8274,23,0,23,Indiana,Vermillion,1840,31.83,,,,,,,,,
G1801670,12076,425,0,425,Indiana,Vigo,1840,29.42,,,,,,,,,
G1801690,2756,10,0,10,Indiana,Wabash,1840,6.55,,,,,,,,,
G1801710,5656,0,0,0,Indiana,Warren,1840,15.43,,,,,,,,,
G1801730,6321,8,0,8,Indiana,Warrick,1840,16.17,,,,,,,,,
G1801750,15269,193,0,193,Indiana,Washington,1840,29.11,,,,,,,,,
G1801770,23290,626,0,626,Indiana,Wayne,1840,57.6,,,,,,,,,
G1801790,1822,13,0,13,Indiana,Wells,1840,4.92,,,,,,,,,
G1801810,1832,2,0,2,Indiana,White,1840,3.4,,,,,,,,,
G1801830,1237,16,0,16,Indiana,Whitley,1840,3.8,,,,,,,,,
G2600050,1783,1,0,1,Michigan,Allegan,1840,2.12,,,,,,,,,
G2600150,1078,0,0,0,Michigan,Barry,1840,1.87,,,,,,,,,
G2600210,5011,39,0,39,Michigan,Berrien,1840,8.64,,,,,,,,,
G2600230,5715,5,0,5,Michigan,Branch,1840,11,,,,,,,,,
G2600250,10599,23,0,23,Michigan,Calhoun,1840,14.75,,,,,,,,,
G2600270,5710,8,0,8,Michigan,Cass,1840,11.23,,,,,,,,,
G2600330,534,5,0,5,Michigan,Chippewa,1840,0.08,,,,,,,,,
G2600370,1614,0,0,0,Michigan,Clinton,1840,2.81,,,,,,,,,
G2600450,2379,0,0,0,Michigan,Eaton,1840,4.11,,,,,,,,,
G2600490,4268,9,0,9,Michigan,Genesee,1840,8.44,,,,,,,,,
G2600590,7240,16,0,16,Michigan,Hillsdale,1840,11.92,,,,,,,,,
G2600650,2498,1,0,1,Michigan,Ingham,1840,4.45,,,,,,,,,
G2600670,1923,1,0,1,Michigan,Ionia,1840,1.66,,,,,,,,,
G2600750,13130,26,0,26,Michigan,Jackson,1840,18.14,,,,,,,,,
G2600770,7380,14,0,14,Michigan,Kalamazoo,1840,12.72,,,,,,,,,
G2600810,2587,2,0,2,Michigan,Kent,1840,1.06,,,,,,,,,
G2600870,4265,16,0,16,Michigan,Lapeer,1840,5.29,,,,,,,,,
G2600910,17889,33,0,33,Michigan,Lenawee,1840,23.5,,,,,,,,,
G2600930,7430,4,0,4,Michigan,Livingston,1840,12.69,,,,,,,,,
G2600990,9716,23,0,23,Michigan,Macomb,1840,20.12,,,,,,,,,
G2601095,923,1,0,1,Michigan,Michilimackinac,1840,0.06,,,,,,,,,
G2601150,9922,55,0,55,Michigan,Monroe,1840,17.8,,,,,,,,,
G2601250,23646,56,0,56,Michigan,Oakland,1840,26.04,,,,,,,,,
G2601270,496,2,0,2,Michigan,Oceana,1840,0.63,,,,,,,,,
G2601390,208,0,0,0,Michigan,Ottawa,1840,0.08,,,,,,,,,
G2601450,892,0,0,0,Michigan,Saginaw,1840,0.15,,,,,,,,,
G2601470,4606,16,0,16,Michigan,St Clair,1840,2.73,,,,,,,,,
G2601490,7068,4,0,4,Michigan,St Joseph,1840,13.56,,,,,,,,,
G2601550,2103,1,0,1,Michigan,Shiawassee,1840,3.89,,,,,,,,,
G2601590,1910,1,0,1,Michigan,Van Buren,1840,3.07,,,,,,,,,
G2601610,23571,70,0,70,Michigan,Washtenaw,1840,32.62,,,,,,,,,
G2601630,24173,275,0,275,Michigan,Wayne,1840,39.14,,,,,,,,,
G2900070,1949,2,195,197,Missouri,Audrain,1840,2.79,,,,,,,,,
G2900090,4795,8,269,277,Missouri,Barry,1840,2.52,,,,,,,,,
G2900150,4205,0,261,261,Missouri,Benton,1840,4.04,,,,,,,,,
G2900190,13561,24,3008,3032,Missouri,Boone,1840,20.53,,,,,,,,,
G2900210,6237,6,227,233,Missouri,Buchanan,1840,2.27,,,,,,,,,
G2900250,1458,0,61,61,Missouri,Caldwell,1840,3.39,,,,,,,,,
G2900270,11765,22,3142,3164,Missouri,Callaway,1840,13.89,,,,,,,,,
G2900310,9359,14,1325,1339,Missouri,Cape Girardeau,1840,9.39,,,,,,,,,
G2900330,2423,0,268,268,Missouri,Carroll,1840,3.45,,,,,,,,,
G2900410,4746,20,1017,1037,Missouri,Chariton,1840,6.15,,,,,,,,,
G2900450,2846,3,420,423,Missouri,Clark,1840,3.97,,,,,,,,,
G2900470,8282,34,1875,1909,Missouri,Clay,1840,20.26,,,,,,,,,
G2900490,2724,3,191,194,Missouri,Clinton,1840,1.69,,,,,,,,,
G2900510,9286,34,1179,1213,Missouri,Cole,1840,13.7,,,,,,,,,
G2900530,10484,15,2157,2172,Missouri,Cooper,1840,18.39,,,,,,,,,
G2900550,3561,0,184,184,Missouri,Crawford,1840,2.57,,,,,,,,,
G2900610,2736,2,134,136,Missouri,Daviess,1840,4.81,,,,,,,,,
G2900710,7515,14,1054,1068,Missouri,Franklin,1840,7.62,,,,,,,,,
G2900730,5330,1,342,343,Missouri,Gasconade,1840,3.67,,,,,,,,,
G2900770,5372,2,677,679,Missouri,Greene,1840,4.32,,,,,,,,,
G2900890,13108,44,3683,3727,Missouri,Howard,1840,27.86,,,,,,,,,
G2900950,7612,6,1361,1367,Missouri,Jackson,1840,12.35,,,,,,,,,
G2900990,4296,12,324,336,Missouri,Jefferson,1840,6.47,,,,,,,,,
G2901010,4471,4,556,560,Missouri,Johnson,1840,5.37,,,,,,,,,
G2901070,6815,26,1990,2016,Missouri,Lafayette,1840,10.67,,,,,,,,,
G2901110,6040,9,1065,1074,Missouri,Lewis,1840,6.18,,,,,,,,,
G2901130,7449,4,1572,1576,Missouri,Lincoln,1840,12.08,,,,,,,,,
G2901150,2245,0,143,143,Missouri,Linn,1840,1.37,,,,,,,,,
G2901170,4325,2,241,243,Missouri,Livingston,1840,3.03,,,,,,,,,
G2901210,6034,1,225,226,Missouri,Macon,1840,3.06,,,,,,,,,
G2901230,3395,22,611,633,Missouri,Madison,1840,3.47,,,,,,,,,
G2901270,9623,42,2342,2384,Missouri,Marion,1840,22.36,,,,,,,,,
G2901310,2282,1,111,112,Missouri,Miller,1840,3.97,,,,,,,,,
G2901370,9505,5,1687,1692,Missouri,Monroe,1840,12.17,,,,,,,,,
G2901390,4371,20,827,847,Missouri,Montgomery,1840,7.75,,,,,,,,,
G2901410,4407,4,512,516,Missouri,Morgan,1840,5.17,,,,,,,,,
G2901430,4554,5,801,806,Missouri,New Madrid,1840,2.98,,,,,,,,,
G2901450,3790,5,169,174,Missouri,Newton,1840,1.41,,,,,,,,,
G2901570,5760,14,778,792,Missouri,Perry,1840,11.89,,,,,,,,,
G2901590,2930,1,552,553,Missouri,Pettis,1840,4.42,,,,,,,,,
G2901630,10646,17,2472,2489,Missouri,Pike,1840,15.55,,,,,,,,,
G2901650,8913,6,858,864,Missouri,Platte,1840,20.86,,,,,,,,,
G2901670,8449,9,462,471,Missouri,Polk,1840,4.64,,,,,,,,,
G2901690,6529,1,190,191,Missouri,Pulaski,1840,1.64,,,,,,,,,
G2901730,5670,11,1209,1220,Missouri,Ralls,1840,11.72,,,,,,,,,
G2901750,7198,12,1437,1449,Missouri,Randolph,1840,14.76,,,,,,,,,
G2901770,6553,5,834,839,Missouri,Ray,1840,11.42,,,,,,,,,
G2901810,2856,2,77,79,Missouri,Ripley,1840,0.7,,,,,,,,,
G2901815,4726,4,636,640,Missouri,Rives,1840,3.21,,,,,,,,,
G2901830,7911,28,1597,1625,Missouri,St Charles,1840,13.36,,,,,,,,,
G2901860,3148,37,548,585,Missouri,Ste Genevieve,1840,6.71,,,,,,,,,
G2901870,3211,16,501,517,Missouri,St Francois,1840,6.23,,,,,,,,,
G2901890,35979,858,4616,5474,Missouri,St Louis,1840,61,,,,,,,,,
G2901950,5258,8,1615,1623,Missouri,Saline,1840,6.88,,,,,,,,,
G2902010,5974,18,928,946,Missouri,Scott,1840,7.04,,,,,,,,,
G2902050,3056,11,458,469,Missouri,Shelby,1840,5.26,,,,,,,,,
G2902070,3153,1,71,72,Missouri,Stoddard,1840,2.75,,,,,,,,,
G2902130,3264,12,40,52,Missouri,Taney,1840,1.13,,,,,,,,,
G2902155,4693,31,214,245,Missouri,Van Buren,1840,2.18,,,,,,,,,
G2902190,4253,2,696,698,Missouri,Warren,1840,9.71,,,,,,,,,
G2902210,7213,42,923,965,Missouri,Washington,1840,3.14,,,,,,,,,
G2902230,3403,12,322,334,Missouri,Wayne,1840,2.54,,,,,,,,,
G3900010,13183,63,0,63,Ohio,Adams,1840,22.5,,,,,,,,,
G3900030,9079,23,0,23,Ohio,Allen,1840,16.9,,,,,,,,,
G3900070,23724,17,0,17,Ohio,Ashtabula,1840,33.43,,,,,,,,,
G3900090,19109,55,0,55,Ohio,Athens,1840,25.03,,,,,,,,,
G3900130,30901,722,0,722,Ohio,Belmont,1840,57.08,,,,,,,,,
G3900150,22715,614,0,614,Ohio,Brown,1840,44.67,,,,,,,,,
G3900170,28173,254,0,254,Ohio,Butler,1840,59.92,,,,,,,,,
G3900190,18108,49,0,49,Ohio,Carroll,1840,45.38,,,,,,,,,
G3900210,16721,328,0,328,Ohio,Champaign,1840,38.91,,,,,,,,,
G3900230,16882,200,0,200,Ohio,Clark,1840,41.81,,,,,,,,,
G3900250,23106,122,0,122,Ohio,Clermont,1840,50.49,,,,,,,,,
G3900270,15719,377,0,377,Ohio,Clinton,1840,38.13,,,,,,,,,
G3900290,40378,417,0,417,Ohio,Columbiana,1840,57.54,,,,,,,,,
G3900310,21590,38,0,38,Ohio,Coshocton,1840,38.04,,,,,,,,,
G3900330,13152,5,0,5,Ohio,Crawford,1840,22.89,,,,,,,,,
G3900350,26506,121,0,121,Ohio,Cuyahoga,1840,57.7,,,,,,,,,
G3900370,13282,200,0,200,Ohio,Darke,1840,20.75,,,,,,,,,
G3900410,22060,76,0,76,Ohio,Delaware,1840,36.06,,,,,,,,,
G3900430,12599,97,0,97,Ohio,Erie,1840,50.01,,,,,,,,,
G3900450,31924,342,0,342,Ohio,Fairfield,1840,57.28,,,,,,,,,
G3900470,10984,236,0,236,Ohio,Fayette,1840,26.98,,,,,,,,,
G3900490,25049,805,0,805,Ohio,Franklin,1840,46.39,,,,,,,,,
G3900530,13444,799,0,799,Ohio,Gallia,1840,25.6,,,,,,,,,
G3900550,16297,3,0,3,Ohio,Geauga,1840,39.92,,,,,,,,,
G3900570,17528,344,0,344,Ohio,Greene,1840,42.11,,,,,,,,,
G3900590,27748,190,0,190,Ohio,Guernsey,1840,44.18,,,,,,,,,
G3900610,80145,2576,0,2576,Ohio,Hamilton,1840,194.16,,,,,,,,,
G3900630,9986,8,0,8,Ohio,Hancock,1840,17.25,,,,,,,,,
G3900650,4598,4,0,4,Ohio,Hardin,1840,9.13,,,,,,,,,
G3900670,20099,163,0,163,Ohio,Harrison,1840,48.93,,,,,,,,,
G3900690,2503,6,0,6,Ohio,Henry,1840,4.35,,,,,,,,,
G3900710,22269,786,0,786,Ohio,Highland,1840,40.9,,,,,,,,,
G3900730,9741,46,0,46,Ohio,Hocking,1840,22.63,,,,,,,,,
G3900750,18088,3,0,3,Ohio,Holmes,1840,42.66,,,,,,,,,
G3900770,23933,106,0,106,Ohio,Huron,1840,45.98,,,,,,,,,
G3900790,9744,315,0,315,Ohio,Jackson,1840,19,,,,,,,,,
G3900810,25030,497,0,497,Ohio,Jefferson,1840,60.92,,,,,,,,,
G3900830,29579,63,0,63,Ohio,Knox,1840,48.54,,,,,,,,,
G3900850,13719,21,0,21,Ohio,Lake,1840,59.21,,,,,,,,,
G3900870,9738,148,1,149,Ohio,Lawrence,1840,21.3,,,,,,,,,
G3900890,35096,140,0,140,Ohio,Licking,1840,50.98,,,,,,,,,
G3900910,14015,407,0,407,Ohio,Logan,1840,30.03,,,,,,,,,
G3900930,18467,62,0,62,Ohio,Lorain,1840,34.39,,,,,,,,,
G3900950,9382,54,0,54,Ohio,Lucas,1840,14.66,,,,,,,,,
G3900970,9025,97,0,97,Ohio,Madison,1840,19.48,,,,,,,,,
G3901010,14765,52,0,52,Ohio,Marion,1840,25.36,,,,,,,,,
G3901030,18352,13,0,13,Ohio,Medina,1840,43.37,,,,,,,,,
G3901050,11452,28,0,28,Ohio,Meigs,1840,26.49,,,,,,,,,
G3901070,8277,204,0,204,Ohio,Mercer,1840,14.2,,,,,,,,,
G3901090,19688,211,0,211,Ohio,Miami,1840,48.11,,,,,,,,,
G3901110,18521,13,0,13,Ohio,Monroe,1840,31.87,,,,,,,,,
G3901130,31938,376,0,376,Ohio,Montgomery,1840,68.78,,,,,,,,,
G3901150,20852,68,0,68,Ohio,Morgan,1840,42.85,,,,,,,,,
G3901190,38749,562,1,563,Ohio,Muskingum,1840,57.61,,,,,,,,,
G3901230,2248,5,0,5,Ohio,Ottawa,1840,7.21,,,,,,,,,
G3901250,1034,0,0,0,Ohio,Paulding,1840,2.37,,,,,,,,,
G3901270,19344,47,0,47,Ohio,Perry,1840,46.88,,,,,,,,,
G3901290,19725,333,0,333,Ohio,Pickaway,1840,38.92,,,,,,,,,
